0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-2.569237340337234780e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.417843917502905910e-03,1.775162946646470247e-03
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-3.422243773404502927e-03,3.600299015746026825e-03
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.921779298278067372e-04,7.523747156700991492e-03
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.121043037322823191e-03,1.082817845903984340e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.208080434673580554e-02,1.377014277148886842e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
2.242854245209146766e-02,1.130236529154481778e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.870568907643153617e-02,1.692116762497121452e-03
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.868841571879968522e-02,-2.026830718800103417e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.212765829167406717e-02,-5.297885808714412892e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
3.266011792796669200e-02,-9.387787818605378143e-02
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-9.126666703133751168e-03,-1.300279536326761076e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-8.099266195930754364e-02,-1.473308205730056164e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.656270112807791683e-01,-1.265680749305211350e-01
0.000000000000000000e+00,0.000000000000000000e+00
-1.303952834372685892e-03,-5.805572061520951690e-04
-2.495420060656738104e-01,-5.827708084347738016e-02
0.000000000000000000e+00,0.000000000000000000e+00
-4.633508997355408054e-04,-1.285829201736293738e-03
-2.984875797015266174e-01,5.769652363732513667e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.291351130655653049e-04,-2.162862014136114792e-03
-2.882097306142027415e-01,2.020258221949388644e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.957604701264937987e-03,-2.880912292466307045e-03
-2.031833060677500358e-01,3.419241136054619878e-01
0.000000000000000000e+00,0.000000000000000000e+00
4.316395270792275536e-03,-2.890660267918921181e-03
-4.857988069777752216e-02,4.360672770384942387e-01
0.000000000000000000e+00,0.000000000000000000e+00
7.127051341779561816e-03,-1.448051914794204476e-03
1.464518716155172040e-01,4.511640964105312346e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.018037744648696979e-02,2.395230679811893339e-03
3.366274773503890039e-01,3.717614131388079501e-01
0.000000000000000000e+00,0.000000000000000000e+00
1.185974910324215023e-02,9.181862560772755325e-03
4.726618604781102073e-01,2.112204617686870289e-01
0.000000000000000000e+00,0.000000000000000000e+00
9.434662979706524150e-03,1.820127337938025683e-02
5.173454893589373160e-01,5.873091609846170513e-03
0.000000000000000000e+00,0.000000000000000000e+00
1.135717603466791792e-03,2.719028141834463688e-02
4.582573972270697071e-01,-1.930372138350535671e-01
0.000000000000000000e+00,0.000000000000000000e+00
-1.316307506678981824e-02,3.256013124599396041e-02
3.129853149558418091e-01,-3.392879874229620674e-01
0.000000000000000000e+00,0.000000000000000000e+00
-3.182437232636937258e-02,3.018349893152298680e-02
1.213641473395212778e-01,-4.032663330663555645e-01
0.000000000000000000e+00,0.000000000000000000e+00
-5.030038545476756690e-02,1.716847325621267961e-02
-6.736461705263385724e-02,-3.831100563483456622e-01
0.000000000000000000e+00,0.000000000000000000e+00
-6.167179263943735334e-02,-5.984714861939743891e-03
-2.100222387438083205e-01,-2.986217616812520959e-01
0.000000000000000000e+00,0.000000000000000000e+00
-6.013694620948972780e-02,-3.441581936063804054e-02
-2.810393357072754617e-01,-1.842486186004805848e-01
0.000000000000000000e+00,0.000000000000000000e+00
-4.411233728576996471e-02,-5.996882817627415679e-02
-2.785563290447748974e-01,-7.254054938274834274e-02
0.000000000000000000e+00,0.000000000000000000e+00
-1.725247102524765652e-02,-7.412419379334511671e-02
-2.200150763401288456e-01,1.257172120647376268e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.175594889243414265e-02,-7.208565409277362113e-02
-1.339403942381762747e-01,6.321391883062882355e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.196359536115169625e-02,-5.617361270300863518e-02
-4.944373696280135455e-02,8.142544217311149801e-02
0.000000000000000000e+00,0.000000000000000000e+00
3.618287698128885843e-02,-3.596090692622083695e-02
1.183550339400762930e-02,7.652101767274538391e-02
0.000000000000000000e+00,0.000000000000000000e+00
2.607520399878970885e-02,-2.417088018834750995e-02
4.207284549152279229e-02,5.616467522106982635e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.229260346415900207e-02,-3.000599512986967810e-02
4.631011885806446404e-02,2.758465122398989777e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.016391175313285933e-02,-5.305418382102979752e-02
3.826535473171280288e-02,-5.074067161309203655e-03
0.000000000000000000e+00,0.000000000000000000e+00
3.249310632398899612e-02,-8.111985593816917195e-02
3.303278854994246005e-02,-3.498563460567827299e-02
0.000000000000000000e+00,0.000000000000000000e+00
8.133228151219967783e-02,-9.418434769575600995e-02
4.118408255137773200e-02,-5.500288131348907150e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.436196925351087006e-01,-7.357538262482976599e-02
6.312727073126767063e-02,-5.587673927758329828e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.948705290531619339e-01,-1.202848761525826538e-02
8.971892838012185400e-02,-3.367942151373304327e-02
0.000000000000000000e+00,0.000000000000000000e+00
2.091054035543111200e-01,8.045614079750229575e-02
1.063742193416490345e-01,1.001849429679613906e-02
0.000000000000000000e+00,0.000000000000000000e+00
1.700321951586635516e-01,1.780669800150608828e-01
1.004959414416071173e-01,6.355827662263924260e-02
0.000000000000000000e+00,0.000000000000000000e+00
7.951221116573292669e-02,2.479481173068666111e-01
6.661589756253638583e-02,1.112653192994528806e-01
0.000000000000000000e+00,0.000000000000000000e+00
-4.045922916080937903e-02,2.629924227848400298e-01
1.054919850132629566e-02,1.356377950363401585e-01
0.000000000000000000e+00,0.000000000000000000e+00
-1.546161422235951544e-01,2.131680956252046122e-01
-5.100842766213505020e-02,1.273546277485000378e-01
0.000000000000000000e+00,0.000000000000000000e+00
-2.272766100375963050e-01,1.105170702568752245e-01
